geneA	geneB	p-Value	Log Odds Ratio	Association
CDKN1B	JAK1	1	Infinity	Tendency towards co-occurrence
CDKN1B	JAK2	1	Infinity	Tendency towards co-occurrence
CDKN1B	STAT1	1	Infinity	Tendency towards co-occurrence
CDKN1B	STAT2	1	Infinity	Tendency towards co-occurrence
CDKN1B	STAT3	1	Infinity	Tendency towards co-occurrence
CDKN1B	STAT5A	1	Infinity	Tendency towards co-occurrence
CDKN1B	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F1	E2F2	1	Infinity	Tendency towards co-occurrence
E2F1	E2F3	1	Infinity	Tendency towards co-occurrence
E2F1	E2F4	1	Infinity	Tendency towards co-occurrence
E2F1	E2F5	1	Infinity	Tendency towards co-occurrence
E2F1	E2F6	0.9200000000000014	-Infinity	Tendency towards mutual exclusivity
E2F1	E2F7	1	Infinity	Tendency towards co-occurrence
E2F1	E2F8	1	Infinity	Tendency towards co-occurrence
E2F1	SRC	1	Infinity	Tendency towards co-occurrence
E2F1	JAK1	0.9200000000000014	-Infinity	Tendency towards mutual exclusivity
E2F1	JAK2	0.9200000000000014	-Infinity	Tendency towards mutual exclusivity
E2F1	STAT1	1	Infinity	Tendency towards co-occurrence
E2F1	STAT2	1	Infinity	Tendency towards co-occurrence
E2F1	STAT3	1	Infinity	Tendency towards co-occurrence
E2F1	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F1	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F2	E2F3	1	Infinity	Tendency towards co-occurrence
E2F2	E2F4	1	Infinity	Tendency towards co-occurrence
E2F2	E2F5	1	Infinity	Tendency towards co-occurrence
E2F2	E2F6	1	Infinity	Tendency towards co-occurrence
E2F2	E2F7	1	Infinity	Tendency towards co-occurrence
E2F2	E2F8	1	Infinity	Tendency towards co-occurrence
E2F2	SRC	1	Infinity	Tendency towards co-occurrence
E2F2	JAK1	1	Infinity	Tendency towards co-occurrence
E2F2	JAK2	1	Infinity	Tendency towards co-occurrence
E2F2	STAT1	1	Infinity	Tendency towards co-occurrence
E2F2	STAT2	1	Infinity	Tendency towards co-occurrence
E2F2	STAT3	1	Infinity	Tendency towards co-occurrence
E2F2	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F2	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F3	E2F4	1	Infinity	Tendency towards co-occurrence
E2F3	E2F5	1	Infinity	Tendency towards co-occurrence
E2F3	E2F6	1	Infinity	Tendency towards co-occurrence
E2F3	E2F7	1	Infinity	Tendency towards co-occurrence
E2F3	E2F8	1	Infinity	Tendency towards co-occurrence
E2F3	SRC	1	Infinity	Tendency towards co-occurrence
E2F3	JAK1	1	Infinity	Tendency towards co-occurrence
E2F3	JAK2	1	Infinity	Tendency towards co-occurrence
E2F3	STAT1	1	Infinity	Tendency towards co-occurrence
E2F3	STAT2	1	Infinity	Tendency towards co-occurrence
E2F3	STAT3	1	Infinity	Tendency towards co-occurrence
E2F3	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F3	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F4	E2F5	1	Infinity	Tendency towards co-occurrence
E2F4	E2F6	1	Infinity	Tendency towards co-occurrence
E2F4	E2F7	1	Infinity	Tendency towards co-occurrence
E2F4	E2F8	1	Infinity	Tendency towards co-occurrence
E2F4	SRC	1	Infinity	Tendency towards co-occurrence
E2F4	JAK1	1	Infinity	Tendency towards co-occurrence
E2F4	JAK2	1	Infinity	Tendency towards co-occurrence
E2F4	STAT1	1	Infinity	Tendency towards co-occurrence
E2F4	STAT2	1	Infinity	Tendency towards co-occurrence
E2F4	STAT3	1	Infinity	Tendency towards co-occurrence
E2F4	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F4	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F5	E2F6	1	Infinity	Tendency towards co-occurrence
E2F5	E2F7	1	Infinity	Tendency towards co-occurrence
E2F5	E2F8	1	Infinity	Tendency towards co-occurrence
E2F5	SRC	1	Infinity	Tendency towards co-occurrence
E2F5	JAK1	1	Infinity	Tendency towards co-occurrence
E2F5	JAK2	1	Infinity	Tendency towards co-occurrence
E2F5	STAT1	1	Infinity	Tendency towards co-occurrence
E2F5	STAT2	1	Infinity	Tendency towards co-occurrence
E2F5	STAT3	1	Infinity	Tendency towards co-occurrence
E2F5	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F5	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F6	E2F7	1	Infinity	Tendency towards co-occurrence
E2F6	E2F8	1	Infinity	Tendency towards co-occurrence
E2F6	SRC	1	Infinity	Tendency towards co-occurrence
E2F6	JAK1	0.9600000000000114	-Infinity	Tendency towards mutual exclusivity
E2F6	JAK2	0.9600000000000114	-Infinity	Tendency towards mutual exclusivity
E2F6	STAT1	1	Infinity	Tendency towards co-occurrence
E2F6	STAT2	1	Infinity	Tendency towards co-occurrence
E2F6	STAT3	1	Infinity	Tendency towards co-occurrence
E2F6	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F6	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F7	E2F8	1	Infinity	Tendency towards co-occurrence
E2F7	SRC	1	Infinity	Tendency towards co-occurrence
E2F7	JAK1	1	Infinity	Tendency towards co-occurrence
E2F7	JAK2	1	Infinity	Tendency towards co-occurrence
E2F7	STAT1	1	Infinity	Tendency towards co-occurrence
E2F7	STAT2	1	Infinity	Tendency towards co-occurrence
E2F7	STAT3	1	Infinity	Tendency towards co-occurrence
E2F7	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F7	STAT5B	1	Infinity	Tendency towards co-occurrence
E2F8	SRC	1	Infinity	Tendency towards co-occurrence
E2F8	JAK1	1	Infinity	Tendency towards co-occurrence
E2F8	JAK2	1	Infinity	Tendency towards co-occurrence
E2F8	STAT1	1	Infinity	Tendency towards co-occurrence
E2F8	STAT2	1	Infinity	Tendency towards co-occurrence
E2F8	STAT3	1	Infinity	Tendency towards co-occurrence
E2F8	STAT5A	1	Infinity	Tendency towards co-occurrence
E2F8	STAT5B	1	Infinity	Tendency towards co-occurrence
SRC	JAK1	1	Infinity	Tendency towards co-occurrence
SRC	JAK2	1	Infinity	Tendency towards co-occurrence
SRC	STAT1	1	Infinity	Tendency towards co-occurrence
SRC	STAT2	1	Infinity	Tendency towards co-occurrence
SRC	STAT3	1	Infinity	Tendency towards co-occurrence
SRC	STAT5A	1	Infinity	Tendency towards co-occurrence
SRC	STAT5B	1	Infinity	Tendency towards co-occurrence
JAK1	JAK2	0.9600000000000114	-Infinity	Tendency towards mutual exclusivity
JAK1	STAT1	1	Infinity	Tendency towards co-occurrence
JAK1	STAT2	1	Infinity	Tendency towards co-occurrence
JAK1	STAT3	1	Infinity	Tendency towards co-occurrence
JAK1	STAT5A	1	Infinity	Tendency towards co-occurrence
JAK1	STAT5B	1	Infinity	Tendency towards co-occurrence
JAK2	STAT1	1	Infinity	Tendency towards co-occurrence
JAK2	STAT2	1	Infinity	Tendency towards co-occurrence
JAK2	STAT3	1	Infinity	Tendency towards co-occurrence
JAK2	STAT5A	1	Infinity	Tendency towards co-occurrence
JAK2	STAT5B	1	Infinity	Tendency towards co-occurrence
STAT1	STAT2	1	Infinity	Tendency towards co-occurrence
STAT1	STAT3	1	Infinity	Tendency towards co-occurrence
STAT1	STAT5A	1	Infinity	Tendency towards co-occurrence
STAT1	STAT5B	1	Infinity	Tendency towards co-occurrence
STAT2	STAT3	1	Infinity	Tendency towards co-occurrence
STAT2	STAT5A	1	Infinity	Tendency towards co-occurrence
STAT2	STAT5B	1	Infinity	Tendency towards co-occurrence
STAT3	STAT5A	1	Infinity	Tendency towards co-occurrence
STAT3	STAT5B	1	Infinity	Tendency towards co-occurrence
STAT5A	STAT5B	1	Infinity	Tendency towards co-occurrence
